student_id,placed,package_lpa,role_type,company_type
1437,1,6.22,Data Analyst,Service
1438,0,0.0,Not Placed,Not Placed
1439,1,5.07,Business Analyst,Core
1440,1,3.0,Business Analyst,Service
1441,1,7.84,Data Analyst,Service
1442,0,0.0,Not Placed,Not Placed
1443,1,6.49,Product Analyst,Startup
1444,1,3.0,Consulting,Startup
1445,0,0.0,Not Placed,Not Placed
1446,1,8.01,Consulting,Startup
1447,1,8.59,Core Engineering,Startup
1448,0,0.0,Not Placed,Not Placed
1449,0,0.0,Not Placed,Not Placed
1450,0,0.0,Not Placed,Not Placed
1451,0,0.0,Not Placed,Not Placed
1452,0,0.0,Not Placed,Not Placed
1453,1,5.06,Software Engineer,Service
1454,0,0.0,Not Placed,Not Placed
1455,0,0.0,Not Placed,Not Placed
1456,1,7.47,Consulting,Service
1457,1,6.64,Consulting,Service
1458,0,0.0,Not Placed,Not Placed
1459,1,5.46,Business Analyst,Service
1460,1,4.84,Business Analyst,Startup
1461,1,6.08,Product Analyst,Product
1462,0,0.0,Not Placed,Not Placed
1463,0,0.0,Not Placed,Not Placed
1464,0,0.0,Not Placed,Not Placed
1465,1,4.6,Consulting,Core
1466,0,0.0,Not Placed,Not Placed
1467,0,0.0,Not Placed,Not Placed
1468,1,6.4,Consulting,Service
1469,1,3.77,Product Analyst,Consulting
1470,1,8.85,Data Analyst,Consulting
1471,0,0.0,Not Placed,Not Placed
1472,0,0.0,Not Placed,Not Placed
1473,0,0.0,Not Placed,Not Placed
1474,0,0.0,Not Placed,Not Placed
1475,1,8.24,Software Engineer,Service
1476,0,0.0,Not Placed,Not Placed
1477,1,6.82,Core Engineering,Product
1478,0,0.0,Not Placed,Not Placed
1479,1,6.13,Core Engineering,Consulting
1480,1,5.94,Business Analyst,Consulting
1481,1,4.31,Software Engineer,Service
1482,1,6.34,Software Engineer,Startup
1483,1,7.78,Data Analyst,Consulting
1484,0,0.0,Not Placed,Not Placed
1485,0,0.0,Not Placed,Not Placed
1486,0,0.0,Not Placed,Not Placed
1487,0,0.0,Not Placed,Not Placed
1488,0,0.0,Not Placed,Not Placed
1489,0,0.0,Not Placed,Not Placed
1490,0,0.0,Not Placed,Not Placed
1491,0,0.0,Not Placed,Not Placed
1492,0,0.0,Not Placed,Not Placed
1493,1,4.61,Core Engineering,Startup
1494,0,0.0,Not Placed,Not Placed
1495,1,7.09,Business Analyst,Startup
1496,0,0.0,Not Placed,Not Placed
1497,0,0.0,Not Placed,Not Placed
1498,0,0.0,Not Placed,Not Placed
1499,1,4.27,Business Analyst,Service
1500,0,0.0,Not Placed,Not Placed
1501,0,0.0,Not Placed,Not Placed
1502,1,6.34,Data Analyst,Consulting
1503,1,6.54,Core Engineering,Consulting
1504,1,4.41,Core Engineering,Service
1505,1,7.5,Data Analyst,Startup
1506,1,4.64,Product Analyst,Service
1507,1,3.49,Consulting,Product
1508,1,3.94,Data Analyst,Service
1509,1,6.85,Consulting,Service
1510,1,4.83,Core Engineering,Core
1511,0,0.0,Not Placed,Not Placed
1512,0,0.0,Not Placed,Not Placed
1513,0,0.0,Not Placed,Not Placed
1514,0,0.0,Not Placed,Not Placed
1515,1,5.16,Core Engineering,Startup
1516,0,0.0,Not Placed,Not Placed
1517,0,0.0,Not Placed,Not Placed
1518,1,4.85,Data Analyst,Product
1519,1,4.98,Core Engineering,Product
1520,1,7.42,Software Engineer,Service
1521,0,0.0,Not Placed,Not Placed
1522,1,3.75,Business Analyst,Service
1523,0,0.0,Not Placed,Not Placed
1524,0,0.0,Not Placed,Not Placed
1525,1,4.05,Data Analyst,Service
1526,0,0.0,Not Placed,Not Placed
1527,0,0.0,Not Placed,Not Placed
1528,1,8.85,Data Analyst,Service
1529,0,0.0,Not Placed,Not Placed
1530,1,7.62,Product Analyst,Service
1531,1,11.04,Software Engineer,Service
1532,0,0.0,Not Placed,Not Placed
1533,1,5.51,Data Analyst,Service
1534,0,0.0,Not Placed,Not Placed
1535,0,0.0,Not Placed,Not Placed
1536,0,0.0,Not Placed,Not Placed
1537,1,6.75,Software Engineer,Product
1538,0,0.0,Not Placed,Not Placed
1539,1,5.79,Data Analyst,Product
1540,1,4.27,Consulting,Startup
1541,1,6.88,Core Engineering,Startup
1542,0,0.0,Not Placed,Not Placed
1543,1,8.26,Core Engineering,Consulting
1544,0,0.0,Not Placed,Not Placed
1545,0,0.0,Not Placed,Not Placed
1546,1,3.0,Product Analyst,Core
1547,0,0.0,Not Placed,Not Placed
1548,1,4.7,Data Analyst,Consulting
1549,1,9.22,Core Engineering,Service
1550,0,0.0,Not Placed,Not Placed
1551,1,6.87,Software Engineer,Product
1552,0,0.0,Not Placed,Not Placed
1553,0,0.0,Not Placed,Not Placed
1554,1,4.15,Business Analyst,Service
1555,0,0.0,Not Placed,Not Placed
1556,0,0.0,Not Placed,Not Placed
1557,1,5.68,Consulting,Service
1558,0,0.0,Not Placed,Not Placed
1559,0,0.0,Not Placed,Not Placed
1560,0,0.0,Not Placed,Not Placed
1561,0,0.0,Not Placed,Not Placed
1562,0,0.0,Not Placed,Not Placed
1563,1,4.53,Product Analyst,Core
1564,1,3.36,Core Engineering,Service
1565,0,0.0,Not Placed,Not Placed
1566,0,0.0,Not Placed,Not Placed
1567,0,0.0,Not Placed,Not Placed
1568,1,5.13,Consulting,Product
1569,0,0.0,Not Placed,Not Placed
1570,0,0.0,Not Placed,Not Placed
1571,0,0.0,Not Placed,Not Placed
1572,1,9.47,Core Engineering,Consulting
1573,1,3.16,Software Engineer,Core
1574,0,0.0,Not Placed,Not Placed
1575,0,0.0,Not Placed,Not Placed
1576,0,0.0,Not Placed,Not Placed
1577,1,9.06,Product Analyst,Service
1578,1,5.4,Consulting,Service
1579,1,4.92,Software Engineer,Service
1580,1,5.2,Data Analyst,Service
1581,0,0.0,Not Placed,Not Placed
1582,0,0.0,Not Placed,Not Placed
1583,1,6.66,Software Engineer,Service
1584,0,0.0,Not Placed,Not Placed
1585,1,5.08,Data Analyst,Service
1586,1,7.29,Core Engineering,Consulting
1587,0,0.0,Not Placed,Not Placed
1588,0,0.0,Not Placed,Not Placed
1589,1,7.63,Product Analyst,Core
1590,0,0.0,Not Placed,Not Placed
1591,0,0.0,Not Placed,Not Placed
1592,0,0.0,Not Placed,Not Placed
1593,1,4.94,Core Engineering,Product
1594,0,0.0,Not Placed,Not Placed
1595,0,0.0,Not Placed,Not Placed
1596,0,0.0,Not Placed,Not Placed
1597,1,5.75,Software Engineer,Service
1598,0,0.0,Not Placed,Not Placed
1599,0,0.0,Not Placed,Not Placed
1600,1,6.06,Consulting,Consulting
1601,0,0.0,Not Placed,Not Placed
1602,0,0.0,Not Placed,Not Placed
1603,0,0.0,Not Placed,Not Placed
1604,0,0.0,Not Placed,Not Placed
1605,0,0.0,Not Placed,Not Placed
1606,0,0.0,Not Placed,Not Placed
1607,1,5.68,Data Analyst,Startup
1608,1,5.98,Data Analyst,Service
1609,0,0.0,Not Placed,Not Placed
1610,1,5.18,Product Analyst,Startup
1611,0,0.0,Not Placed,Not Placed
1612,0,0.0,Not Placed,Not Placed
1613,0,0.0,Not Placed,Not Placed
1614,0,0.0,Not Placed,Not Placed
1615,1,3.78,Consulting,Product
1616,1,8.38,Consulting,Service
1617,0,0.0,Not Placed,Not Placed
1618,0,0.0,Not Placed,Not Placed
1619,0,0.0,Not Placed,Not Placed
1620,0,0.0,Not Placed,Not Placed
1621,0,0.0,Not Placed,Not Placed
1622,1,6.18,Product Analyst,Startup
1623,1,6.37,Product Analyst,Service
1624,1,6.55,Data Analyst,Core
1625,1,6.27,Consulting,Startup
1626,0,0.0,Not Placed,Not Placed
1627,0,0.0,Not Placed,Not Placed
1628,0,0.0,Not Placed,Not Placed
1629,1,5.51,Product Analyst,Startup
1630,0,0.0,Not Placed,Not Placed
1631,1,4.81,Data Analyst,Product
1632,0,0.0,Not Placed,Not Placed
1633,1,8.65,Core Engineering,Consulting
1634,1,6.69,Software Engineer,Startup
1635,0,0.0,Not Placed,Not Placed
1636,1,5.37,Core Engineering,Service
1637,0,0.0,Not Placed,Not Placed
1638,0,0.0,Not Placed,Not Placed
1639,0,0.0,Not Placed,Not Placed
1640,0,0.0,Not Placed,Not Placed
1641,0,0.0,Not Placed,Not Placed
1642,0,0.0,Not Placed,Not Placed
1643,1,6.85,Business Analyst,Service
1644,1,5.44,Business Analyst,Core
1645,0,0.0,Not Placed,Not Placed
1646,0,0.0,Not Placed,Not Placed
1647,0,0.0,Not Placed,Not Placed
1648,0,0.0,Not Placed,Not Placed
1649,0,0.0,Not Placed,Not Placed
1650,1,6.26,Software Engineer,Service
1651,0,0.0,Not Placed,Not Placed
1652,1,5.39,Consulting,Startup
1653,1,4.37,Consulting,Product
1654,1,7.41,Data Analyst,Service
1655,1,6.19,Consulting,Core
1656,1,7.82,Software Engineer,Service
1657,1,7.88,Software Engineer,Consulting
1658,1,8.73,Software Engineer,Core
1659,0,0.0,Not Placed,Not Placed
1660,1,7.37,Data Analyst,Service
1661,1,4.34,Software Engineer,Service
1662,0,0.0,Not Placed,Not Placed
1663,0,0.0,Not Placed,Not Placed
1664,1,5.06,Core Engineering,Product
1665,1,3.55,Core Engineering,Product
1666,0,0.0,Not Placed,Not Placed
1667,1,7.11,Consulting,Core
1668,0,0.0,Not Placed,Not Placed
1669,0,0.0,Not Placed,Not Placed
1670,1,7.7,Software Engineer,Startup
1671,0,0.0,Not Placed,Not Placed
1672,1,6.52,Product Analyst,Startup
1673,1,4.73,Consulting,Product
1674,1,5.21,Data Analyst,Product
1675,0,0.0,Not Placed,Not Placed
1676,0,0.0,Not Placed,Not Placed
1677,0,0.0,Not Placed,Not Placed
1678,0,0.0,Not Placed,Not Placed
1679,1,6.0,Product Analyst,Product
1680,0,0.0,Not Placed,Not Placed
1681,1,8.41,Software Engineer,Core
1682,0,0.0,Not Placed,Not Placed
1683,1,7.18,Consulting,Service
1684,0,0.0,Not Placed,Not Placed
1685,0,0.0,Not Placed,Not Placed
1686,1,7.05,Consulting,Product
1687,1,6.68,Software Engineer,Consulting
1688,0,0.0,Not Placed,Not Placed
1689,0,0.0,Not Placed,Not Placed
1690,1,4.89,Core Engineering,Consulting
1691,0,0.0,Not Placed,Not Placed
1692,1,6.47,Consulting,Startup
1693,1,6.16,Software Engineer,Service
1694,0,0.0,Not Placed,Not Placed
1695,1,8.35,Core Engineering,Product
1696,0,0.0,Not Placed,Not Placed
1697,1,7.06,Business Analyst,Consulting
1698,0,0.0,Not Placed,Not Placed
1699,1,6.14,Core Engineering,Startup
1700,1,3.92,Product Analyst,Consulting
1701,1,3.0,Business Analyst,Product
1702,0,0.0,Not Placed,Not Placed
1703,0,0.0,Not Placed,Not Placed
1704,1,5.13,Software Engineer,Startup
1705,1,3.56,Core Engineering,Product
1706,1,7.01,Product Analyst,Service
1707,1,4.65,Data Analyst,Product
1708,0,0.0,Not Placed,Not Placed
1709,0,0.0,Not Placed,Not Placed
1710,0,0.0,Not Placed,Not Placed
1711,0,0.0,Not Placed,Not Placed
1712,0,0.0,Not Placed,Not Placed
1713,1,7.92,Consulting,Consulting
1714,0,0.0,Not Placed,Not Placed
1715,0,0.0,Not Placed,Not Placed
1716,1,7.63,Core Engineering,Consulting
1717,1,8.87,Software Engineer,Core
1718,1,3.53,Product Analyst,Core
1719,0,0.0,Not Placed,Not Placed
1720,1,5.16,Business Analyst,Core
1721,1,6.33,Product Analyst,Startup
1722,0,0.0,Not Placed,Not Placed
1723,0,0.0,Not Placed,Not Placed
1724,0,0.0,Not Placed,Not Placed
1725,0,0.0,Not Placed,Not Placed
1726,1,6.57,Data Analyst,Service
1727,1,7.36,Business Analyst,Consulting
1728,0,0.0,Not Placed,Not Placed
1729,1,9.81,Software Engineer,Consulting
1730,1,10.38,Product Analyst,Startup
1731,1,7.07,Consulting,Service
1732,0,0.0,Not Placed,Not Placed
1733,0,0.0,Not Placed,Not Placed
1734,0,0.0,Not Placed,Not Placed
1735,0,0.0,Not Placed,Not Placed
1736,0,0.0,Not Placed,Not Placed
1737,1,5.49,Software Engineer,Service
1738,0,0.0,Not Placed,Not Placed
1739,0,0.0,Not Placed,Not Placed
1740,1,7.64,Software Engineer,Product
1741,0,0.0,Not Placed,Not Placed
1742,0,0.0,Not Placed,Not Placed
1743,0,0.0,Not Placed,Not Placed
1744,0,0.0,Not Placed,Not Placed
1745,0,0.0,Not Placed,Not Placed
1746,1,5.04,Product Analyst,Startup
1747,1,4.79,Business Analyst,Core
1748,0,0.0,Not Placed,Not Placed
1749,0,0.0,Not Placed,Not Placed
1750,0,0.0,Not Placed,Not Placed
1751,0,0.0,Not Placed,Not Placed
1752,1,4.96,Core Engineering,Service
1753,1,7.02,Product Analyst,Product
1754,1,4.72,Product Analyst,Product
1755,0,0.0,Not Placed,Not Placed
1756,0,0.0,Not Placed,Not Placed
1757,0,0.0,Not Placed,Not Placed
1758,1,7.01,Business Analyst,Core
1759,0,0.0,Not Placed,Not Placed
1760,0,0.0,Not Placed,Not Placed
1761,0,0.0,Not Placed,Not Placed
1762,1,6.39,Business Analyst,Core
1763,1,9.04,Data Analyst,Product
1764,0,0.0,Not Placed,Not Placed
1765,0,0.0,Not Placed,Not Placed
1766,1,5.14,Consulting,Service
1767,0,0.0,Not Placed,Not Placed
1768,0,0.0,Not Placed,Not Placed
1769,0,0.0,Not Placed,Not Placed
1770,0,0.0,Not Placed,Not Placed
1771,0,0.0,Not Placed,Not Placed
1772,0,0.0,Not Placed,Not Placed
1773,0,0.0,Not Placed,Not Placed
1774,1,6.99,Software Engineer,Service
1775,0,0.0,Not Placed,Not Placed
1776,0,0.0,Not Placed,Not Placed
1777,0,0.0,Not Placed,Not Placed
1778,1,5.98,Consulting,Startup
1779,1,5.55,Core Engineering,Core
1780,1,8.14,Software Engineer,Startup
1781,0,0.0,Not Placed,Not Placed
1782,0,0.0,Not Placed,Not Placed
1783,0,0.0,Not Placed,Not Placed
1784,0,0.0,Not Placed,Not Placed
1785,1,6.23,Product Analyst,Consulting
1786,0,0.0,Not Placed,Not Placed
1787,1,6.15,Data Analyst,Service
1788,1,8.13,Consulting,Product
1789,0,0.0,Not Placed,Not Placed
1790,1,4.29,Software Engineer,Service
1791,0,0.0,Not Placed,Not Placed
1792,1,8.92,Product Analyst,Service
1793,0,0.0,Not Placed,Not Placed
1794,1,4.59,Data Analyst,Product
1795,1,6.59,Business Analyst,Product
1796,0,0.0,Not Placed,Not Placed
1797,0,0.0,Not Placed,Not Placed
1798,0,0.0,Not Placed,Not Placed
1799,1,5.88,Product Analyst,Startup
1800,1,6.06,Software Engineer,Product
1801,0,0.0,Not Placed,Not Placed
1802,1,6.55,Software Engineer,Service
1803,1,4.9,Data Analyst,Startup
1804,1,4.93,Consulting,Service
1805,1,7.64,Core Engineering,Core
1806,0,0.0,Not Placed,Not Placed
1807,1,6.92,Software Engineer,Consulting
1808,0,0.0,Not Placed,Not Placed
1809,0,0.0,Not Placed,Not Placed
1810,1,5.99,Software Engineer,Service
1811,0,0.0,Not Placed,Not Placed
1812,1,6.85,Consulting,Startup
1813,0,0.0,Not Placed,Not Placed
1814,0,0.0,Not Placed,Not Placed
1815,0,0.0,Not Placed,Not Placed
1816,0,0.0,Not Placed,Not Placed
1817,1,5.89,Software Engineer,Service
1818,0,0.0,Not Placed,Not Placed
1819,0,0.0,Not Placed,Not Placed
1820,1,6.1,Product Analyst,Service
1821,0,0.0,Not Placed,Not Placed
1822,0,0.0,Not Placed,Not Placed
1823,0,0.0,Not Placed,Not Placed
1824,0,0.0,Not Placed,Not Placed
1825,0,0.0,Not Placed,Not Placed
1826,0,0.0,Not Placed,Not Placed
1827,1,4.22,Software Engineer,Startup
1828,0,0.0,Not Placed,Not Placed
1829,0,0.0,Not Placed,Not Placed
1830,0,0.0,Not Placed,Not Placed
1831,0,0.0,Not Placed,Not Placed
1832,0,0.0,Not Placed,Not Placed
1833,1,8.37,Core Engineering,Product
1834,1,5.1,Core Engineering,Startup
1835,0,0.0,Not Placed,Not Placed
1836,0,0.0,Not Placed,Not Placed
1837,0,0.0,Not Placed,Not Placed
1838,1,7.22,Consulting,Consulting
1839,0,0.0,Not Placed,Not Placed
1840,0,0.0,Not Placed,Not Placed
1841,0,0.0,Not Placed,Not Placed
1842,0,0.0,Not Placed,Not Placed
1843,0,0.0,Not Placed,Not Placed
1844,0,0.0,Not Placed,Not Placed
1845,0,0.0,Not Placed,Not Placed
1846,0,0.0,Not Placed,Not Placed
1847,0,0.0,Not Placed,Not Placed
1848,0,0.0,Not Placed,Not Placed
1849,0,0.0,Not Placed,Not Placed
1850,1,7.51,Data Analyst,Service
1851,1,7.62,Core Engineering,Product
1852,1,6.5,Data Analyst,Startup
1853,1,4.51,Consulting,Service
1854,0,0.0,Not Placed,Not Placed
1855,0,0.0,Not Placed,Not Placed
1856,0,0.0,Not Placed,Not Placed
1857,0,0.0,Not Placed,Not Placed
1858,0,0.0,Not Placed,Not Placed
1859,0,0.0,Not Placed,Not Placed
1860,0,0.0,Not Placed,Not Placed
1861,1,6.55,Core Engineering,Product
1862,0,0.0,Not Placed,Not Placed
1863,1,7.15,Core Engineering,Core
1864,0,0.0,Not Placed,Not Placed
1865,0,0.0,Not Placed,Not Placed
1866,0,0.0,Not Placed,Not Placed
1867,1,5.97,Business Analyst,Service
1868,1,4.4,Data Analyst,Service
1869,0,0.0,Not Placed,Not Placed
1870,0,0.0,Not Placed,Not Placed
1871,0,0.0,Not Placed,Not Placed
1872,1,4.62,Software Engineer,Product
1873,0,0.0,Not Placed,Not Placed
1874,0,0.0,Not Placed,Not Placed
1875,1,7.59,Core Engineering,Startup
1876,1,5.21,Consulting,Startup
1877,1,7.37,Consulting,Consulting
1878,1,3.0,Core Engineering,Product
1879,0,0.0,Not Placed,Not Placed
1880,0,0.0,Not Placed,Not Placed
1881,1,7.08,Business Analyst,Service
1882,1,5.77,Software Engineer,Startup
1883,1,3.0,Software Engineer,Consulting
1884,0,0.0,Not Placed,Not Placed
1885,1,3.72,Core Engineering,Service
1886,0,0.0,Not Placed,Not Placed
1887,0,0.0,Not Placed,Not Placed
1888,1,5.47,Consulting,Service
1889,1,7.91,Data Analyst,Service
1890,0,0.0,Not Placed,Not Placed
1891,1,11.09,Data Analyst,Product
1892,1,3.92,Software Engineer,Consulting
1893,0,0.0,Not Placed,Not Placed
1894,1,4.3,Business Analyst,Service
1895,0,0.0,Not Placed,Not Placed
1896,1,4.87,Consulting,Service
1897,0,0.0,Not Placed,Not Placed
1898,1,7.88,Product Analyst,Consulting
1899,1,8.46,Business Analyst,Product
1900,0,0.0,Not Placed,Not Placed
1901,0,0.0,Not Placed,Not Placed
1902,1,5.12,Consulting,Product
1903,0,0.0,Not Placed,Not Placed
1904,1,4.11,Business Analyst,Service
1905,1,4.42,Product Analyst,Startup
1906,0,0.0,Not Placed,Not Placed
1907,1,3.73,Software Engineer,Product
1908,1,7.82,Product Analyst,Service
1909,0,0.0,Not Placed,Not Placed
1910,0,0.0,Not Placed,Not Placed
1911,1,9.81,Software Engineer,Product
1912,0,0.0,Not Placed,Not Placed
1913,1,3.78,Product Analyst,Service
1914,1,7.51,Software Engineer,Service
1915,1,4.19,Product Analyst,Core
1916,0,0.0,Not Placed,Not Placed
1917,1,6.28,Data Analyst,Product
1918,0,0.0,Not Placed,Not Placed
1919,0,0.0,Not Placed,Not Placed
1920,1,6.68,Business Analyst,Service
1921,1,5.39,Software Engineer,Service
1922,0,0.0,Not Placed,Not Placed
1923,1,3.0,Data Analyst,Core
1924,1,7.16,Business Analyst,Service
1925,1,10.28,Product Analyst,Startup
1926,1,6.43,Consulting,Core
1927,0,0.0,Not Placed,Not Placed
1928,0,0.0,Not Placed,Not Placed
1929,1,11.05,Data Analyst,Service
1930,1,5.33,Consulting,Service
1931,1,6.95,Core Engineering,Core
1932,0,0.0,Not Placed,Not Placed
1933,0,0.0,Not Placed,Not Placed
1934,1,7.47,Data Analyst,Product
1935,0,0.0,Not Placed,Not Placed
1936,1,4.6,Business Analyst,Product
1937,0,0.0,Not Placed,Not Placed
1938,0,0.0,Not Placed,Not Placed
1939,0,0.0,Not Placed,Not Placed
1940,1,6.77,Data Analyst,Product
1941,0,0.0,Not Placed,Not Placed
1942,0,0.0,Not Placed,Not Placed
1943,0,0.0,Not Placed,Not Placed
1944,1,8.51,Product Analyst,Core
1945,1,7.34,Core Engineering,Startup
1946,0,0.0,Not Placed,Not Placed
1947,0,0.0,Not Placed,Not Placed
1948,1,7.91,Data Analyst,Core
1949,1,7.53,Business Analyst,Product
1950,0,0.0,Not Placed,Not Placed
1951,1,9.46,Business Analyst,Product
1952,0,0.0,Not Placed,Not Placed
1953,1,8.69,Core Engineering,Startup
1954,1,6.84,Data Analyst,Consulting
1955,0,0.0,Not Placed,Not Placed
1956,1,6.68,Core Engineering,Product
1957,0,0.0,Not Placed,Not Placed
1958,1,7.01,Software Engineer,Service
1959,1,6.11,Business Analyst,Product
1960,0,0.0,Not Placed,Not Placed
1961,0,0.0,Not Placed,Not Placed
1962,1,6.86,Business Analyst,Service
1963,0,0.0,Not Placed,Not Placed
1964,1,3.76,Software Engineer,Product
1965,1,8.31,Product Analyst,Service
1966,0,0.0,Not Placed,Not Placed
1967,0,0.0,Not Placed,Not Placed
1968,0,0.0,Not Placed,Not Placed
1969,1,4.84,Data Analyst,Product
1970,0,0.0,Not Placed,Not Placed
1971,1,6.94,Business Analyst,Core
1972,0,0.0,Not Placed,Not Placed
1973,0,0.0,Not Placed,Not Placed
1974,1,5.25,Business Analyst,Service
1975,0,0.0,Not Placed,Not Placed
1976,0,0.0,Not Placed,Not Placed
1977,1,6.36,Software Engineer,Consulting
1978,1,6.06,Consulting,Service
1979,0,0.0,Not Placed,Not Placed
1980,0,0.0,Not Placed,Not Placed
1981,1,5.46,Consulting,Consulting
1982,1,3.75,Business Analyst,Startup
1983,0,0.0,Not Placed,Not Placed
1984,0,0.0,Not Placed,Not Placed
1985,1,7.4,Business Analyst,Product
1986,1,5.4,Core Engineering,Consulting
1987,1,6.46,Business Analyst,Product
1988,0,0.0,Not Placed,Not Placed
1989,1,6.19,Data Analyst,Service
1990,0,0.0,Not Placed,Not Placed
1991,1,6.03,Consulting,Service
1992,1,5.83,Software Engineer,Startup
1993,0,0.0,Not Placed,Not Placed
1994,0,0.0,Not Placed,Not Placed
1995,0,0.0,Not Placed,Not Placed
1996,1,5.73,Core Engineering,Service
1997,1,5.17,Product Analyst,Consulting
1998,0,0.0,Not Placed,Not Placed
1999,1,5.37,Product Analyst,Service
2000,0,0.0,Not Placed,Not Placed
2001,1,5.23,Data Analyst,Consulting
2002,1,6.81,Product Analyst,Service
2003,1,6.4,Data Analyst,Consulting
2004,0,0.0,Not Placed,Not Placed
2005,0,0.0,Not Placed,Not Placed
2006,0,0.0,Not Placed,Not Placed
2007,0,0.0,Not Placed,Not Placed
2008,0,0.0,Not Placed,Not Placed
2009,0,0.0,Not Placed,Not Placed
2010,1,4.43,Product Analyst,Core
2011,1,6.16,Consulting,Startup
2012,0,0.0,Not Placed,Not Placed
2013,0,0.0,Not Placed,Not Placed
2014,0,0.0,Not Placed,Not Placed
2015,1,6.32,Software Engineer,Service
2016,1,7.79,Core Engineering,Product
2017,1,6.22,Software Engineer,Startup
2018,1,4.87,Product Analyst,Service
2019,1,5.29,Software Engineer,Service
2020,0,0.0,Not Placed,Not Placed
2021,0,0.0,Not Placed,Not Placed
2022,1,5.24,Core Engineering,Startup
2023,1,7.73,Software Engineer,Startup
2024,1,4.66,Software Engineer,Product
2025,0,0.0,Not Placed,Not Placed
2026,1,6.45,Core Engineering,Product
2027,1,8.39,Business Analyst,Product
2028,1,6.37,Consulting,Core
2029,0,0.0,Not Placed,Not Placed
2030,0,0.0,Not Placed,Not Placed
2031,0,0.0,Not Placed,Not Placed
2032,1,4.83,Product Analyst,Startup
2033,0,0.0,Not Placed,Not Placed
2034,1,5.44,Core Engineering,Service
2035,1,5.63,Core Engineering,Startup
2036,0,0.0,Not Placed,Not Placed
2037,1,7.64,Business Analyst,Startup
2038,0,0.0,Not Placed,Not Placed
2039,1,6.55,Software Engineer,Service
2040,1,9.78,Core Engineering,Service
2041,0,0.0,Not Placed,Not Placed
2042,0,0.0,Not Placed,Not Placed
2043,1,6.74,Data Analyst,Core
2044,1,6.76,Consulting,Service
2045,0,0.0,Not Placed,Not Placed
2046,0,0.0,Not Placed,Not Placed
2047,0,0.0,Not Placed,Not Placed
2048,0,0.0,Not Placed,Not Placed
2049,0,0.0,Not Placed,Not Placed
2050,0,0.0,Not Placed,Not Placed
2051,0,0.0,Not Placed,Not Placed
2052,1,6.46,Software Engineer,Service
2053,0,0.0,Not Placed,Not Placed
2054,1,10.85,Business Analyst,Product
2055,1,7.58,Data Analyst,Service
2056,0,0.0,Not Placed,Not Placed
2057,0,0.0,Not Placed,Not Placed
2058,0,0.0,Not Placed,Not Placed
2059,0,0.0,Not Placed,Not Placed
2060,0,0.0,Not Placed,Not Placed
2061,0,0.0,Not Placed,Not Placed
2062,0,0.0,Not Placed,Not Placed
2063,1,4.73,Consulting,Service
2064,0,0.0,Not Placed,Not Placed
2065,1,7.34,Product Analyst,Service
2066,0,0.0,Not Placed,Not Placed
2067,0,0.0,Not Placed,Not Placed
2068,0,0.0,Not Placed,Not Placed
2069,0,0.0,Not Placed,Not Placed
2070,1,5.22,Data Analyst,Product
2071,1,5.54,Data Analyst,Product
2072,1,6.77,Business Analyst,Consulting
2073,0,0.0,Not Placed,Not Placed
2074,1,3.0,Business Analyst,Product
2075,0,0.0,Not Placed,Not Placed
2076,1,5.62,Product Analyst,Service
2077,0,0.0,Not Placed,Not Placed
2078,1,4.46,Software Engineer,Service
2079,0,0.0,Not Placed,Not Placed
2080,0,0.0,Not Placed,Not Placed
2081,0,0.0,Not Placed,Not Placed
2082,0,0.0,Not Placed,Not Placed
2083,1,6.12,Core Engineering,Service
2084,0,0.0,Not Placed,Not Placed
2085,1,6.06,Product Analyst,Service
2086,0,0.0,Not Placed,Not Placed
2087,1,6.89,Business Analyst,Service
2088,0,0.0,Not Placed,Not Placed
2089,0,0.0,Not Placed,Not Placed
2090,0,0.0,Not Placed,Not Placed
2091,1,4.66,Core Engineering,Consulting
2092,0,0.0,Not Placed,Not Placed
2093,0,0.0,Not Placed,Not Placed
2094,0,0.0,Not Placed,Not Placed
2095,1,6.0,Business Analyst,Consulting
2096,1,6.72,Software Engineer,Service
2097,0,0.0,Not Placed,Not Placed
2098,1,7.55,Software Engineer,Core
2099,1,5.59,Data Analyst,Service
2100,0,0.0,Not Placed,Not Placed
2101,0,0.0,Not Placed,Not Placed
2102,1,3.0,Consulting,Service
2103,1,4.98,Core Engineering,Product
2104,1,3.26,Product Analyst,Service
2105,0,0.0,Not Placed,Not Placed
2106,0,0.0,Not Placed,Not Placed
2107,1,5.24,Core Engineering,Service
2108,0,0.0,Not Placed,Not Placed
2109,0,0.0,Not Placed,Not Placed
2110,0,0.0,Not Placed,Not Placed
2111,0,0.0,Not Placed,Not Placed
2112,0,0.0,Not Placed,Not Placed
2113,1,4.4,Consulting,Service
2114,1,8.5,Product Analyst,Service
2115,1,5.52,Business Analyst,Service
2116,0,0.0,Not Placed,Not Placed
2117,1,3.98,Product Analyst,Product
2118,1,5.49,Product Analyst,Product
2119,1,5.8,Consulting,Product
2120,1,5.13,Consulting,Consulting
2121,1,7.48,Core Engineering,Consulting
2122,0,0.0,Not Placed,Not Placed
2123,0,0.0,Not Placed,Not Placed
2124,1,3.66,Data Analyst,Startup
2125,1,6.32,Software Engineer,Core
2126,1,7.84,Business Analyst,Product
2127,0,0.0,Not Placed,Not Placed
2128,0,0.0,Not Placed,Not Placed
2129,0,0.0,Not Placed,Not Placed
