student_id,branch,college_tier,cgpa,internships,projects,certifications,resume_score,readiness_score
1064,EEE,3,7.76,0,3,4,54.0,100.0
1065,CSE,2,7.06,0,3,2,30.0,100.0
1066,CSE,3,6.05,0,3,2,17.0,78.2
1067,Mechanical,2,7.6,0,4,5,38.0,99.0
1068,CSE,1,6.2,2,4,4,83.0,100.0
1069,EEE,2,6.83,1,4,6,62.0,100.0
1070,CSE,3,8.06,1,1,0,28.0,96.9
1071,Mechanical,3,7.53,0,7,0,62.0,100.0
1072,IT,3,6.56,1,6,3,74.0,100.0
1073,Mechanical,3,5.85,1,1,5,42.0,100.0
1074,CSE,2,7.55,1,2,2,33.0,100.0
1075,CSE,3,6.16,2,2,1,33.0,100.0
1076,CSE,2,7.13,0,1,6,24.0,100.0
1077,Civil,1,7.03,1,7,4,80.0,100.0
1078,CSE,3,5.8,0,6,0,48.0,100.0
1079,EEE,3,7.19,0,3,1,24.0,100.0
1080,CSE,3,6.53,0,3,5,47.0,100.0
1081,EEE,2,7.49,1,5,5,63.0,100.0
1082,EEE,3,8.15,2,7,0,86.0,100.0
1083,CSE,2,7.85,1,7,6,100.0,100.0
1084,CSE,2,6.85,1,3,0,48.0,100.0
1085,Mechanical,3,8.39,0,3,3,38.0,100.0
1086,Civil,3,6.75,0,2,4,36.0,100.0
1087,Mechanical,2,6.73,0,1,6,23.0,100.0
1088,CSE,2,7.48,0,3,2,31.0,100.0
1089,EEE,2,7.18,0,1,2,26.0,100.0
1090,CSE,2,6.39,1,7,3,91.0,100.0
1091,Mechanical,2,7.63,0,5,2,33.0,100.0
1092,CSE,3,6.59,0,5,6,70.0,100.0
1093,ECE,3,7.18,0,1,5,47.0,89.1
1094,ECE,2,7.2,0,7,1,72.0,100.0
1095,EEE,2,7.47,0,1,3,20.0,76.4
1096,EEE,1,5.29,1,4,5,63.0,100.0
1097,Mechanical,2,8.7,1,5,6,69.0,100.0
1098,Mechanical,3,6.72,2,2,0,51.0,100.0
1099,IT,2,7.86,1,4,1,52.0,100.0
1100,IT,3,7.04,1,4,4,67.0,100.0
1101,Mechanical,3,6.69,1,3,3,49.0,94.4
1102,CSE,3,8.0,3,6,3,83.0,100.0
1103,CSE,3,8.67,2,4,2,66.0,100.0
1104,CSE,3,7.21,3,7,2,100.0,100.0
1105,Mechanical,2,5.48,1,1,6,42.0,100.0
1106,CSE,3,6.61,1,5,2,66.0,100.0
1107,CSE,3,7.79,2,1,0,45.0,100.0
1108,CSE,3,8.41,2,2,0,52.0,100.0
1109,Mechanical,1,7.56,1,1,1,23.0,100.0
1110,ECE,1,5.95,3,7,4,100.0,100.0
1111,CSE,3,7.63,0,5,5,44.0,100.0
1112,Civil,3,6.9,0,3,2,24.0,97.3
1113,CSE,3,7.6,0,1,2,13.0,97.8
1114,IT,3,6.91,2,7,2,98.0,100.0
1115,IT,3,8.16,2,5,3,86.0,100.0
1116,Civil,3,6.25,1,5,5,75.0,100.0
1117,EEE,2,8.08,1,5,6,77.0,100.0
1118,CSE,2,6.92,1,2,2,54.0,100.0
1119,Mechanical,1,5.46,1,3,6,74.0,100.0
1120,CSE,3,6.6,1,4,1,51.0,100.0
1121,ECE,3,8.4,2,7,2,91.0,100.0
1122,CSE,3,8.35,1,1,5,41.0,100.0
1123,IT,3,6.48,2,3,1,56.0,100.0
1124,ECE,3,8.46,1,7,4,97.0,100.0
1125,IT,3,6.72,2,3,1,59.0,100.0
1126,CSE,2,7.18,1,4,1,62.0,100.0
1127,CSE,3,5.68,1,6,2,71.0,100.0
1128,Civil,2,5.15,1,2,1,21.0,100.0
1129,Mechanical,3,8.8,1,3,3,47.0,100.0
1130,Civil,2,6.41,1,4,0,50.0,100.0
1131,IT,2,9.09,0,1,0,3.0,97.2
1132,IT,3,6.39,2,3,0,62.0,92.0
1133,CSE,3,6.69,1,3,4,59.0,100.0
1134,ECE,3,9.16,2,3,2,65.0,100.0
1135,CSE,3,6.33,0,1,4,25.0,100.0
1136,CSE,3,7.36,1,7,5,92.0,100.0
1137,Civil,2,8.2,1,7,3,90.0,100.0
1138,Civil,3,7.11,0,2,5,52.0,100.0
1139,CSE,3,7.52,0,4,2,38.0,100.0
1140,EEE,3,7.68,2,7,6,100.0,100.0
1141,CSE,2,9.37,2,7,0,84.0,100.0
1142,ECE,3,8.01,0,6,4,75.0,100.0
1143,IT,3,6.98,2,4,0,72.0,100.0
1144,Mechanical,3,8.07,0,6,4,84.0,100.0
1145,Civil,3,7.18,0,7,1,75.0,100.0
1146,Mechanical,2,5.0,1,7,1,65.0,100.0
1147,CSE,2,6.03,0,5,1,45.0,100.0
1148,IT,3,8.86,1,6,1,75.0,100.0
1149,CSE,3,9.17,0,3,6,45.0,100.0
1150,CSE,3,8.03,2,3,5,89.0,100.0
1151,ECE,2,5.76,0,5,3,62.0,100.0
1152,Civil,1,9.04,2,1,5,69.0,100.0
1153,CSE,3,7.75,0,2,3,37.0,100.0
1154,Mechanical,3,7.06,0,1,1,11.0,90.3
1155,CSE,3,6.13,2,4,2,72.0,100.0
1156,CSE,3,7.63,2,6,2,83.0,100.0
1157,CSE,1,8.79,1,4,6,63.0,100.0
1158,Mechanical,3,7.39,1,5,3,71.0,100.0
1159,ECE,2,8.23,1,3,3,56.0,100.0
1160,CSE,3,7.76,3,7,5,100.0,100.0
1161,IT,3,8.11,2,6,2,83.0,100.0
1162,Civil,3,7.6,1,3,2,50.0,100.0
1163,IT,2,7.07,0,1,0,9.0,100.0
1164,CSE,3,8.0,3,1,5,66.0,100.0
1165,EEE,3,6.78,0,2,1,27.0,95.4
1166,CSE,2,7.52,1,6,1,57.0,100.0
1167,CSE,3,7.18,1,7,4,86.0,100.0
1168,CSE,2,6.17,0,1,4,18.0,98.2
1169,ECE,2,7.34,0,4,2,44.0,100.0
1170,CSE,3,7.8,0,1,6,28.0,82.1
1171,Civil,1,6.82,0,6,2,50.0,100.0
1172,IT,2,8.0,3,2,4,74.0,100.0
1173,Civil,3,8.21,1,7,2,79.0,100.0
1174,Civil,3,6.49,1,3,0,33.0,100.0
1175,ECE,2,6.77,0,1,0,16.0,94.7
1176,Mechanical,3,5.51,0,3,3,29.0,98.4
1177,ECE,2,6.94,1,2,5,59.0,100.0
1178,Civil,3,7.77,1,5,4,76.0,100.0
1179,Mechanical,3,7.9,0,7,1,59.0,100.0
1180,ECE,3,6.91,1,3,2,44.0,100.0
1181,Mechanical,2,7.59,1,2,1,39.0,96.1
1182,CSE,1,7.74,2,2,0,47.0,100.0
1183,ECE,3,5.64,0,2,4,33.0,83.4
1184,ECE,3,6.1,1,7,6,100.0,100.0
1185,Mechanical,3,6.5,1,7,1,70.0,100.0
1186,Civil,2,8.92,0,7,6,77.0,100.0
1187,CSE,2,6.12,0,3,6,39.0,100.0
1188,IT,2,8.32,0,6,1,49.0,100.0
1189,CSE,3,7.33,3,6,6,100.0,100.0
1190,IT,2,7.98,0,1,1,13.0,94.4
1191,CSE,3,6.43,0,4,5,55.0,98.0
1192,ECE,3,7.22,0,5,2,46.0,100.0
1193,CSE,3,6.5,2,5,1,70.0,100.0
1194,CSE,3,5.8,0,3,4,37.0,100.0
1195,CSE,3,5.51,2,3,6,72.0,100.0
1196,Civil,3,7.85,1,3,1,45.0,100.0
1197,IT,2,6.15,0,3,1,35.0,89.7
1198,Mechanical,2,7.5,0,1,1,23.0,95.4
1199,Mechanical,2,7.58,2,2,0,42.0,100.0
1200,CSE,3,7.09,0,6,5,57.0,100.0
1201,ECE,3,7.08,2,7,1,83.0,100.0
1202,IT,3,7.81,0,7,2,74.0,100.0
1203,Civil,2,7.63,0,6,1,50.0,96.9
1204,Civil,3,7.19,3,6,2,100.0,100.0
1205,ECE,2,7.69,2,7,5,100.0,100.0
1206,Mechanical,2,6.73,0,2,4,29.0,94.5
1207,CSE,3,8.65,0,2,3,38.0,100.0
1208,CSE,3,6.69,3,5,3,100.0,100.0
1209,EEE,2,6.6,1,2,2,38.0,100.0
1210,Civil,3,7.38,0,2,0,20.0,99.6
1211,CSE,2,8.52,2,2,0,59.0,100.0
1212,ECE,2,6.79,2,1,5,52.0,100.0
1213,Civil,3,9.41,0,3,5,51.0,100.0
1214,CSE,3,7.17,0,2,4,27.0,95.6
1215,CSE,3,7.6,0,2,4,40.0,100.0
1216,IT,3,8.21,0,7,4,61.0,100.0
1217,IT,3,7.21,2,7,4,96.0,100.0
1218,ECE,3,6.6,0,2,4,28.0,85.5
1219,CSE,1,6.64,3,6,1,100.0,100.0
1220,ECE,2,5.48,2,7,4,100.0,100.0
1221,IT,3,6.11,2,2,4,53.0,100.0
1222,IT,1,6.83,3,3,3,94.0,100.0
1223,CSE,3,6.82,0,3,4,33.0,100.0
1224,CSE,2,7.12,0,6,2,49.0,100.0
1225,ECE,2,7.26,0,3,3,34.0,100.0
1226,IT,3,6.63,0,6,4,59.0,100.0
1227,CSE,3,6.17,2,2,2,46.0,100.0
1228,CSE,2,7.99,1,2,5,51.0,100.0
1229,ECE,3,7.73,0,5,4,53.0,100.0
1230,EEE,3,6.54,2,3,1,45.0,100.0
1231,ECE,2,7.77,0,1,3,12.0,98.1
1232,Mechanical,3,6.53,0,2,3,38.0,100.0
1233,CSE,3,8.2,0,1,4,26.0,100.0
1234,ECE,3,5.85,0,7,5,74.0,100.0
1235,ECE,3,6.68,1,5,0,57.0,100.0
1236,CSE,2,5.0,0,6,0,51.0,98.6
1237,EEE,3,8.15,0,2,2,37.0,98.0
1238,EEE,3,7.0,0,2,5,28.0,95.2
1239,ECE,2,6.92,0,3,6,51.0,100.0
1240,CSE,3,6.72,1,5,0,58.0,100.0
1241,IT,3,8.02,0,5,3,63.0,100.0
1242,CSE,3,7.42,0,2,5,32.0,93.1
1243,EEE,3,6.75,1,2,4,64.0,100.0
1244,CSE,1,7.35,1,2,4,48.0,100.0
1245,Civil,2,7.36,0,3,5,54.0,100.0
1246,IT,3,8.15,1,1,2,29.0,100.0
1247,CSE,2,8.22,2,1,5,49.0,100.0
1248,CSE,3,7.79,0,3,1,21.0,100.0
1249,Civil,3,7.15,1,5,4,67.0,100.0
1250,EEE,2,7.58,2,2,4,70.0,100.0
1251,ECE,3,5.49,0,3,6,50.0,96.5
1252,IT,3,6.61,0,5,4,48.0,100.0
1253,CSE,3,5.0,0,7,2,49.0,100.0
1254,CSE,3,6.98,0,6,3,62.0,100.0
1255,CSE,2,6.92,0,7,0,60.0,100.0
1256,CSE,3,6.3,2,1,0,38.0,100.0
1257,Civil,1,6.97,1,6,5,86.0,100.0
1258,CSE,2,7.94,1,3,3,53.0,100.0
1259,CSE,1,6.8,0,3,1,27.0,89.0
1260,EEE,3,8.55,1,2,4,55.0,100.0
1261,CSE,3,7.18,0,4,2,64.0,100.0
1262,IT,1,8.49,0,6,1,53.0,100.0
1263,Mechanical,2,6.99,1,5,0,50.0,100.0
1264,IT,3,7.68,0,2,4,39.0,100.0
1265,EEE,2,6.05,0,4,1,51.0,97.8
1266,EEE,1,8.69,0,5,5,52.0,100.0
1267,EEE,3,6.59,0,6,0,47.0,100.0
1268,ECE,3,7.31,1,3,6,63.0,100.0
1269,ECE,3,6.59,0,2,2,18.0,75.5
1270,ECE,3,6.61,0,3,2,20.0,100.0
1271,Mechanical,2,6.39,0,2,0,41.0,100.0
1272,ECE,3,6.93,0,5,6,60.0,100.0
1273,CSE,3,6.42,3,6,1,100.0,100.0
1274,Civil,3,5.69,0,3,2,34.0,100.0
1275,CSE,3,8.71,0,2,1,21.0,94.8
1276,ECE,3,7.49,1,5,3,67.0,100.0
1277,CSE,2,6.11,2,1,2,57.0,98.4
1278,EEE,3,8.4,2,7,5,100.0,100.0
1279,IT,3,7.32,0,1,5,32.0,98.3
1280,CSE,2,5.43,2,1,6,54.0,100.0
1281,Mechanical,3,7.76,0,5,0,31.0,94.4
1282,IT,2,7.38,0,3,1,22.0,95.4
1283,CSE,3,8.05,3,3,0,68.0,100.0
1284,IT,2,6.0,0,7,5,86.0,100.0
1285,EEE,1,6.51,1,6,0,56.0,100.0
1286,CSE,1,8.54,2,3,1,58.0,100.0
1287,CSE,3,8.03,2,6,0,86.0,100.0
1288,Civil,3,6.59,0,3,6,38.0,100.0
1289,EEE,2,6.75,3,7,0,100.0,100.0
1290,CSE,3,6.14,0,6,4,62.0,100.0
1291,EEE,3,7.9,1,7,6,96.0,100.0
1292,IT,2,6.52,2,6,4,100.0,100.0
1293,CSE,2,5.92,0,5,4,46.0,100.0
1294,EEE,3,7.32,0,2,1,10.0,93.5
1295,CSE,2,7.9,0,1,5,20.0,94.2
1296,CSE,3,7.14,1,7,5,100.0,100.0
1297,IT,3,6.63,0,4,5,46.0,100.0
1298,CSE,3,6.98,1,7,6,98.0,100.0
1299,Civil,2,6.43,0,5,6,74.0,100.0
1300,Mechanical,3,8.42,0,1,2,26.0,92.7
1301,CSE,3,8.22,3,6,5,100.0,100.0
1302,ECE,2,7.42,1,3,2,20.0,91.8
1303,ECE,3,6.13,1,5,6,70.0,100.0
1304,CSE,2,6.76,2,2,2,57.0,100.0
1305,CSE,2,7.72,1,1,1,32.0,98.5
1306,CSE,2,7.71,1,1,2,25.0,100.0
1307,IT,3,7.04,1,7,2,77.0,100.0
1308,EEE,3,7.0,0,1,5,40.0,100.0
1309,CSE,3,6.92,0,5,3,51.0,96.4
1310,CSE,1,8.18,2,3,4,75.0,100.0
1311,IT,3,8.45,1,6,5,76.0,100.0
1312,ECE,1,7.52,1,7,0,83.0,100.0
1313,ECE,3,7.61,1,5,6,79.0,100.0
1314,CSE,3,7.68,1,2,1,39.0,100.0
1315,CSE,3,8.4,0,6,0,52.0,100.0
1316,CSE,2,6.34,0,6,3,45.0,100.0
1317,EEE,3,6.13,2,4,5,90.0,100.0
1318,Mechanical,3,7.6,2,7,4,100.0,100.0
1319,CSE,3,8.68,1,7,6,96.0,100.0
1320,IT,3,8.55,0,4,3,49.0,100.0
1321,CSE,3,6.19,0,7,2,68.0,100.0
1322,CSE,3,6.37,1,1,1,16.0,100.0
1323,ECE,1,5.23,2,5,2,71.0,100.0
1324,EEE,2,6.1,1,4,1,52.0,100.0
1325,ECE,3,6.71,0,6,6,81.0,100.0
1326,CSE,3,7.74,1,1,5,44.0,100.0
1327,Civil,3,8.44,1,7,6,100.0,100.0
1328,Civil,1,7.85,0,5,5,65.0,100.0
1329,ECE,3,8.39,1,4,1,45.0,100.0
1330,EEE,2,6.51,1,3,1,48.0,100.0
1331,CSE,2,5.85,1,5,6,92.0,100.0
1332,Civil,3,7.65,2,3,0,36.0,100.0
1333,ECE,2,6.47,0,7,1,59.0,99.3
1334,IT,2,8.63,0,4,5,54.0,100.0
1335,EEE,2,5.69,1,6,2,80.0,100.0
1336,CSE,3,7.93,1,5,5,71.0,100.0
1337,CSE,3,7.5,0,1,3,23.0,90.0
1338,Civil,3,6.21,1,7,2,77.0,100.0
1339,ECE,3,5.94,1,1,5,39.0,100.0
1340,CSE,3,7.04,1,5,0,68.0,100.0
1341,CSE,3,7.07,0,3,4,36.0,100.0
1342,ECE,3,6.77,2,4,2,76.0,100.0
1343,CSE,1,7.94,0,1,2,2.0,96.1
1344,CSE,3,6.36,0,5,2,56.0,100.0
1345,Civil,1,6.97,0,7,5,74.0,100.0
1346,Civil,3,7.05,1,2,5,58.0,100.0
1347,CSE,3,7.56,0,1,5,17.0,100.0
1348,CSE,2,6.55,1,3,6,59.0,100.0
1349,Mechanical,3,6.07,2,2,4,62.0,100.0
1350,CSE,3,6.41,0,7,2,52.0,100.0
1351,Mechanical,3,7.09,0,6,3,58.0,100.0
1352,ECE,3,8.48,2,2,3,64.0,100.0
1353,CSE,3,5.57,0,3,3,41.0,100.0
1354,EEE,1,6.92,0,4,6,57.0,100.0
1355,Mechanical,3,8.04,3,3,2,72.0,100.0
1356,CSE,1,6.59,1,7,4,70.0,100.0
1357,CSE,2,6.44,2,6,1,82.0,100.0
1358,CSE,2,6.15,1,4,4,50.0,100.0
1359,Mechanical,2,6.38,0,5,0,48.0,100.0
1360,ECE,2,5.84,0,7,2,69.0,100.0
1361,CSE,2,8.06,2,6,5,82.0,100.0
1362,CSE,3,6.94,0,3,6,40.0,100.0
1363,Mechanical,3,6.41,1,4,0,48.0,100.0
1364,Mechanical,3,5.0,0,7,1,46.0,100.0
1365,EEE,2,7.87,0,2,6,33.0,100.0
1366,ECE,3,7.71,0,3,0,20.0,100.0
1367,CSE,2,7.41,0,1,0,5.0,94.5
1368,IT,3,7.97,0,7,2,66.0,100.0
1369,IT,2,6.8,0,3,1,21.0,91.6
1370,Mechanical,3,7.23,1,7,0,83.0,100.0
1371,EEE,3,9.26,1,7,4,88.0,100.0
1372,IT,3,7.84,2,1,1,26.0,100.0
1373,CSE,3,8.23,1,6,3,76.0,100.0
1374,CSE,2,7.44,0,3,1,37.0,100.0
1375,IT,2,7.29,2,3,3,60.0,100.0
1376,CSE,3,8.37,1,4,4,72.0,100.0
1377,CSE,3,7.46,1,4,4,69.0,100.0
1378,CSE,1,8.29,0,6,6,77.0,100.0
1379,IT,2,7.07,2,1,3,45.0,100.0
1380,CSE,3,8.16,1,2,3,35.0,100.0
1381,CSE,3,6.59,0,4,4,43.0,99.7
1382,CSE,3,5.82,0,2,5,35.0,100.0
1383,CSE,3,7.74,3,2,2,62.0,100.0
1384,EEE,3,8.53,0,3,1,36.0,100.0
1385,ECE,3,8.06,0,2,4,40.0,100.0
1386,ECE,2,6.82,1,1,6,49.0,100.0
1387,CSE,3,7.53,0,4,2,51.0,100.0
1388,CSE,3,6.26,1,7,1,67.0,100.0
1389,IT,3,7.39,1,7,1,81.0,100.0
1390,EEE,2,7.28,3,1,4,67.0,100.0
1391,EEE,1,6.2,1,6,3,84.0,100.0
1392,CSE,3,6.65,0,5,1,44.0,100.0
1393,CSE,3,6.72,1,6,5,88.0,100.0
1394,EEE,3,6.77,0,4,1,21.0,100.0
1395,CSE,2,7.44,0,7,5,73.0,100.0
1396,CSE,3,7.41,0,5,6,64.0,100.0
1397,ECE,3,7.49,0,4,3,43.0,100.0
1398,IT,3,8.63,0,1,1,3.0,100.0
1399,ECE,2,8.09,0,3,5,41.0,100.0
1400,Civil,3,9.42,1,6,1,75.0,100.0
1401,IT,3,8.08,0,7,3,82.0,100.0
1402,CSE,3,8.12,3,7,0,100.0,100.0
1403,ECE,2,8.54,1,5,0,60.0,100.0
1404,Civil,2,8.03,0,6,6,64.0,100.0
1405,IT,2,7.02,0,6,6,74.0,100.0
1406,Civil,3,7.06,1,5,3,63.0,100.0
1407,Civil,1,7.42,3,5,3,95.0,100.0
1408,CSE,3,6.87,2,6,0,76.0,100.0
1409,CSE,3,7.99,1,3,2,44.0,100.0
1410,Mechanical,3,6.12,0,5,3,33.0,100.0
1411,Civil,1,6.21,0,3,3,34.0,94.7
1412,CSE,3,7.17,1,5,4,64.0,100.0
1413,EEE,3,6.59,2,5,1,72.0,100.0
1414,CSE,3,7.99,0,1,6,29.0,100.0
1415,ECE,3,8.6,0,5,3,58.0,100.0
1416,Mechanical,2,5.98,0,5,3,47.0,100.0
1417,CSE,2,7.09,1,1,0,25.0,98.5
1418,Civil,2,8.57,0,3,0,14.0,93.3
1419,Civil,2,8.96,0,1,0,9.0,100.0
1420,CSE,1,7.33,0,2,5,42.0,100.0
1421,IT,3,8.08,1,4,0,33.0,100.0
1422,IT,3,7.41,1,2,0,25.0,100.0
1423,CSE,3,7.74,1,1,4,47.0,100.0
1424,CSE,2,5.5,1,7,3,67.0,100.0
1425,CSE,1,6.59,3,1,1,69.0,100.0
1426,Civil,2,6.38,0,6,5,73.0,100.0
1427,Civil,3,7.3,0,2,6,47.0,100.0
1428,Civil,3,8.14,1,2,5,50.0,100.0
1429,IT,2,7.83,2,6,0,90.0,100.0
1430,ECE,2,8.41,1,2,6,51.0,100.0
1431,Civil,3,7.16,1,3,1,59.0,100.0
1432,EEE,2,7.86,2,7,2,100.0,100.0
1433,IT,3,6.2,1,5,1,64.0,100.0
1434,IT,3,7.0,0,3,0,15.0,89.8
1435,Mechanical,2,5.56,0,7,0,61.0,99.3
1436,ECE,3,8.44,3,1,3,68.0,100.0
1437,CSE,2,7.86,1,6,4,83.0,100.0
1438,CSE,3,6.31,1,7,3,99.0,100.0
1439,CSE,3,7.02,0,2,1,27.0,100.0
1440,Mechanical,2,6.07,0,1,1,6.0,79.1
1441,CSE,3,7.75,3,6,1,89.0,100.0
1442,Mechanical,3,9.13,2,2,5,66.0,100.0
1443,IT,2,6.9,1,2,5,43.0,100.0
1444,Mechanical,3,7.26,0,5,3,52.0,100.0
1445,CSE,3,8.94,0,2,3,32.0,100.0
1446,ECE,1,6.26,0,4,6,65.0,100.0
1447,ECE,2,8.41,3,3,6,88.0,100.0
1448,CSE,3,5.92,2,3,2,70.0,100.0
1449,CSE,3,7.04,1,4,5,64.0,100.0
1450,CSE,2,6.2,0,5,4,46.0,100.0
1451,CSE,1,6.64,1,1,4,44.0,100.0
1452,Civil,2,7.69,1,5,2,71.0,100.0
1453,EEE,3,8.77,1,6,6,76.0,100.0
1454,IT,2,6.32,0,3,2,26.0,96.4
1455,CSE,3,5.0,1,6,2,87.0,90.6
1456,CSE,3,6.92,3,7,1,100.0,100.0
1457,CSE,3,7.66,0,6,1,36.0,100.0
1458,CSE,3,7.89,1,7,3,77.0,100.0
1459,EEE,1,6.49,0,6,3,66.0,100.0
1460,CSE,3,6.72,0,4,6,55.0,100.0
1461,Civil,2,6.1,0,7,6,79.0,100.0
1462,CSE,2,6.22,0,6,5,64.0,100.0
1463,CSE,2,6.27,1,1,1,18.0,96.5
1464,IT,3,8.29,0,4,3,38.0,100.0
1465,ECE,3,6.82,0,1,5,34.0,100.0
1466,Mechanical,3,7.18,0,2,3,19.0,97.4
1467,IT,2,8.83,0,6,0,48.0,94.2
1468,Mechanical,3,6.35,0,3,1,17.0,100.0
1469,ECE,3,6.2,0,3,3,20.0,100.0
1470,CSE,3,8.03,3,5,6,100.0,100.0
1471,IT,2,7.83,1,2,6,51.0,100.0
1472,Mechanical,2,5.79,0,2,3,27.0,100.0
1473,CSE,1,6.25,1,6,2,73.0,100.0
1474,IT,2,7.36,1,5,0,65.0,100.0
1475,CSE,2,9.31,1,5,0,63.0,100.0
1476,EEE,1,8.27,0,2,5,21.0,100.0
1477,CSE,2,5.48,1,7,5,100.0,100.0
1478,Mechanical,3,7.91,2,3,0,59.0,100.0
1479,Civil,3,8.05,1,5,4,74.0,100.0
1480,Mechanical,3,7.34,0,3,1,19.0,100.0
1481,CSE,3,7.24,0,2,4,36.0,100.0
1482,ECE,3,6.71,1,5,1,73.0,100.0
1483,CSE,2,7.63,0,7,5,49.0,100.0
1484,CSE,1,6.52,0,4,1,34.0,92.2
1485,ECE,3,6.97,1,7,0,72.0,100.0
1486,CSE,3,7.22,2,7,4,100.0,100.0
1487,Mechanical,2,5.31,1,4,0,41.0,100.0
1488,CSE,3,5.47,0,6,6,70.0,100.0
1489,CSE,3,7.04,0,7,5,71.0,100.0
1490,Mechanical,3,6.82,0,6,1,68.0,100.0
1491,IT,3,6.82,0,3,2,23.0,100.0
1492,CSE,2,5.91,0,6,4,68.0,100.0
1493,ECE,2,7.41,1,4,1,53.0,100.0
1494,CSE,3,5.16,1,5,3,86.0,100.0
1495,IT,3,7.08,1,6,5,74.0,100.0
1496,EEE,2,6.21,0,3,5,47.0,100.0
1497,CSE,3,6.54,0,7,1,41.0,83.8
1498,Mechanical,3,5.91,1,3,2,38.0,100.0
1499,CSE,3,7.68,1,3,5,56.0,100.0
1500,CSE,1,7.09,1,2,4,35.0,100.0
1501,CSE,3,8.88,0,6,3,50.0,100.0
1502,CSE,3,6.5,1,1,1,21.0,100.0
1503,EEE,3,6.44,2,2,5,62.0,100.0
1504,EEE,3,7.66,1,6,1,64.0,100.0
1505,Mechanical,3,7.75,1,5,2,60.0,100.0
1506,Mechanical,3,7.38,0,6,0,44.0,100.0
1507,Civil,3,5.53,2,2,2,39.0,100.0
1508,Mechanical,3,6.57,1,1,2,26.0,100.0
1509,ECE,3,6.93,1,2,0,33.0,100.0
1510,IT,3,7.25,1,2,5,58.0,100.0
1511,IT,1,8.18,0,4,0,43.0,100.0
1512,CSE,1,5.96,1,6,4,79.0,100.0
1513,EEE,2,6.17,1,7,6,84.0,100.0
1514,Mechanical,3,6.55,2,1,4,34.0,100.0
1515,ECE,3,6.39,0,1,4,23.0,100.0
1516,CSE,2,7.12,1,6,0,69.0,100.0
1517,IT,3,6.54,1,3,3,41.0,100.0
1518,CSE,2,7.25,3,2,6,73.0,100.0
1519,CSE,1,7.33,1,5,6,82.0,100.0
1520,CSE,2,9.37,2,1,6,58.0,100.0
1521,IT,3,5.69,1,2,1,39.0,100.0
1522,CSE,3,9.26,1,5,6,88.0,100.0
1523,Mechanical,2,6.24,1,6,3,52.0,100.0
1524,CSE,2,7.12,1,3,1,42.0,100.0
1525,CSE,3,5.09,0,6,3,63.0,100.0
1526,CSE,3,7.38,2,7,6,100.0,100.0
1527,Civil,3,6.87,0,3,0,39.0,100.0
1528,CSE,3,5.83,2,3,1,57.0,100.0
1529,Civil,3,8.23,0,7,1,59.0,100.0
1530,EEE,2,6.14,3,1,5,78.0,100.0
1531,Mechanical,1,8.27,2,3,2,65.0,100.0
1532,CSE,3,5.73,1,5,6,80.0,100.0
1533,IT,3,6.47,0,6,0,69.0,100.0
1534,IT,3,7.91,0,6,4,64.0,100.0
1535,CSE,2,6.65,0,7,3,52.0,100.0
1536,IT,3,7.26,2,1,4,62.0,100.0
1537,CSE,2,6.35,1,4,3,71.0,100.0
1538,Civil,3,6.16,1,1,3,15.0,100.0
1539,ECE,3,6.32,1,2,2,25.0,100.0
1540,ECE,3,7.94,1,3,1,45.0,100.0
1541,Mechanical,2,6.24,2,7,1,100.0,100.0
1542,ECE,2,8.34,0,7,3,80.0,100.0
1543,CSE,1,5.86,0,3,6,46.0,100.0
1544,IT,2,9.16,1,4,2,60.0,100.0
1545,ECE,1,6.87,3,1,6,80.0,100.0
1546,IT,2,7.34,0,2,3,20.0,98.5
1547,CSE,3,6.74,0,4,1,46.0,88.6
1548,Civil,3,7.22,1,4,1,56.0,100.0
1549,ECE,2,6.89,3,5,1,91.0,100.0
1550,CSE,3,7.34,0,3,0,27.0,100.0
1551,ECE,3,6.9,2,4,6,88.0,100.0
1552,ECE,3,8.37,1,7,6,98.0,100.0
1553,Civil,2,7.85,0,5,5,52.0,100.0
1554,CSE,3,7.43,0,7,3,58.0,100.0
1555,EEE,1,8.09,0,1,6,37.0,100.0
1556,ECE,3,6.37,0,7,2,59.0,100.0
1557,IT,3,5.97,0,2,4,44.0,100.0
1558,IT,2,7.96,2,3,6,85.0,100.0
1559,Mechanical,3,7.89,0,2,2,35.0,95.9
1560,CSE,3,7.85,1,3,0,30.0,100.0
1561,CSE,3,7.78,0,1,6,37.0,86.4
1562,CSE,3,5.0,2,7,6,100.0,100.0
1563,CSE,2,6.93,0,7,4,69.0,100.0
1564,IT,3,6.98,0,6,0,48.0,100.0
1565,EEE,3,7.14,3,5,3,90.0,100.0
1566,EEE,2,7.08,1,2,6,56.0,100.0
1567,CSE,3,8.27,1,3,3,66.0,100.0
1568,CSE,3,6.2,0,5,2,59.0,100.0
1569,EEE,3,7.6,1,3,5,58.0,100.0
1570,EEE,3,8.53,0,7,6,85.0,100.0
1571,CSE,3,5.19,0,5,5,66.0,100.0
1572,Civil,1,5.16,2,3,4,67.0,100.0
1573,CSE,3,6.07,0,5,1,23.0,92.2
1574,EEE,3,7.58,0,4,3,39.0,100.0
1575,Mechanical,3,5.59,2,4,0,77.0,100.0
1576,ECE,3,7.48,0,5,5,68.0,100.0
1577,CSE,1,7.32,2,3,6,74.0,100.0
1578,CSE,2,8.78,0,3,4,37.0,100.0
