student_id,applications_sent,oa_attempted,oa_cleared,interviews_received,interviews_cleared,offers_received
1924,64,54,12,4,1,1
1925,97,50,23,9,2,1
1926,140,116,51,10,6,3
1927,131,111,46,13,6,0
1928,108,68,23,9,3,0
1929,41,26,12,5,2,1
1930,28,19,11,2,1,1
1931,78,53,20,3,2,1
1932,143,91,36,3,2,0
1933,122,92,36,11,3,0
1934,132,106,43,11,4,1
1935,44,29,15,5,1,0
1936,120,95,43,17,10,4
1937,100,80,24,6,0,0
1938,51,38,18,6,2,0
1939,38,31,15,5,1,0
1940,127,97,28,11,6,2
1941,105,79,32,5,0,0
1942,52,43,18,2,0,0
1943,124,102,35,6,4,0
1944,70,45,25,6,4,1
1945,33,30,14,5,3,1
1946,63,45,17,6,3,0
1947,117,80,40,5,1,0
1948,79,62,30,5,4,2
1949,130,100,28,8,5,2
1950,125,100,33,12,3,0
1951,65,39,18,7,5,1
1952,39,19,6,1,1,0
1953,119,74,38,12,6,1
1954,94,69,24,6,2,1
1955,121,104,44,9,5,0
1956,122,96,44,10,1,1
1957,32,22,6,1,0,0
1958,84,63,30,12,4,1
1959,122,105,34,12,7,3
1960,136,106,20,5,1,0
1961,140,93,54,13,3,0
1962,46,39,14,4,1,1
1963,33,24,12,3,0,0
1964,54,40,9,4,2,1
1965,109,76,38,16,6,1
1966,39,24,11,4,2,0
1967,80,48,24,3,1,0
1968,25,21,5,0,0,0
1969,118,96,41,9,2,1
1970,125,109,43,13,1,0
1971,106,71,34,15,9,3
1972,73,62,21,3,0,0
1973,113,88,35,9,4,0
1974,128,96,48,16,6,2
1975,85,50,21,1,0,0
1976,32,21,4,0,0,0
1977,124,83,29,6,4,1
1978,108,82,34,7,2,1
1979,31,20,9,3,1,0
1980,122,89,36,8,2,0
1981,27,21,12,6,1,1
1982,91,72,26,9,5,1
1983,88,63,20,4,1,0
1984,26,15,8,1,0,0
1985,111,87,27,6,2,1
1986,89,62,29,7,3,1
1987,124,102,53,11,5,1
1988,41,30,6,2,1,0
1989,104,68,27,6,5,1
1990,76,60,23,4,1,0
1991,114,63,20,8,4,1
1992,133,105,30,8,4,2
1993,32,28,7,2,0,0
1994,106,70,31,4,2,0
1995,79,46,23,6,3,0
1996,108,86,16,1,1,1
1997,70,40,18,6,3,1
1998,115,72,23,3,1,0
1999,62,43,20,8,4,1
2000,86,73,26,6,1,0
2001,100,77,31,11,5,2
2002,85,62,13,7,4,1
2003,81,57,27,12,6,3
2004,77,58,20,4,1,0
2005,67,43,25,8,1,0
2006,41,27,12,4,0,0
2007,36,21,8,1,0,0
2008,61,48,19,5,0,0
2009,38,23,10,2,1,0
2010,129,98,38,14,9,2
2011,138,94,43,17,6,2
2012,52,34,16,3,0,0
2013,37,21,8,1,0,0
2014,131,103,32,13,5,0
2015,69,56,20,9,5,1
2016,54,44,25,6,2,1
2017,108,81,37,8,3,1
2018,133,108,36,7,4,1
2019,136,111,58,15,6,4
2020,43,32,11,2,0,0
2021,80,63,28,5,0,0
2022,127,87,26,10,5,1
2023,148,93,49,15,3,2
2024,29,24,11,5,4,1
2025,116,90,29,4,1,0
2026,116,88,35,10,6,2
2027,35,21,11,4,3,1
2028,113,78,31,8,4,1
2029,96,82,36,10,4,0
2030,34,27,9,4,3,0
2031,111,97,45,6,0,0
2032,52,37,10,5,3,1
2033,78,62,21,5,2,0
2034,146,97,30,12,7,1
2035,122,98,50,12,7,2
2036,30,16,9,2,1,0
2037,118,95,37,14,6,1
2038,77,58,21,0,0,0
2039,139,104,31,14,5,1
2040,59,51,26,7,5,2
2041,67,48,24,9,4,0
2042,94,71,22,10,2,0
2043,119,85,54,21,10,3
2044,120,77,26,5,2,1
2045,33,26,9,4,2,0
2046,90,69,23,6,3,0
2047,25,17,4,0,0,0
2048,42,16,8,4,1,0
2049,129,74,23,7,2,0
2050,82,63,26,2,1,0
2051,140,108,35,9,3,0
2052,118,96,42,14,7,2
2053,125,108,30,9,0,0
2054,76,50,17,4,3,1
2055,100,65,26,7,5,1
2056,30,20,6,2,1,0
2057,114,94,44,9,6,0
2058,52,35,12,7,3,0
2059,84,67,22,7,1,0
2060,131,86,31,15,4,0
2061,133,93,30,3,1,0
2062,89,58,22,3,1,0
2063,47,37,16,4,3,1
2064,104,69,25,6,0,0
2065,101,84,41,19,7,1
2066,144,102,32,11,1,0
2067,58,37,18,2,1,0
2068,116,88,30,9,3,0
2069,125,75,20,6,2,0
2070,116,85,30,9,2,1
2071,102,72,14,7,5,1
2072,79,60,22,8,3,1
2073,77,64,34,6,1,0
2074,79,50,22,6,2,1
2075,133,111,46,12,3,0
2076,105,86,35,9,5,2
2077,52,37,11,3,2,0
2078,104,88,35,11,6,4
2079,43,37,11,4,2,0
2080,92,58,25,9,4,0
2081,61,47,10,3,0,0
2082,100,74,27,9,2,0
2083,64,34,10,2,2,2
2084,125,96,48,15,6,0
2085,92,58,23,6,1,1
2086,63,50,22,2,1,0
2087,92,70,15,2,1,1
2088,28,17,6,0,0,0
2089,35,28,6,1,0,0
2090,58,37,19,2,0,0
2091,145,96,39,9,3,1
2092,68,49,18,7,3,0
2093,37,31,13,4,1,0
2094,61,49,19,4,2,0
2095,102,72,29,6,3,1
2096,144,125,54,13,6,2
2097,48,33,10,2,0,0
2098,141,87,36,13,5,4
2099,28,19,8,2,2,1
2100,41,23,9,2,1,0
2101,68,50,16,6,2,0
2102,78,54,24,9,2,1
2103,86,65,32,11,7,2
2104,123,94,35,10,3,1
2105,99,69,28,8,3,0
2106,34,28,11,3,3,0
2107,100,74,34,10,6,2
2108,30,22,8,3,1,0
2109,67,42,18,4,1,0
2110,63,41,20,4,0,0
2111,119,104,47,13,4,0
2112,108,70,17,4,1,0
2113,84,67,28,10,3,2
2114,85,71,32,10,4,1
2115,88,70,24,12,4,1
2116,55,39,11,3,1,0
2117,73,64,22,13,5,1
2118,81,54,15,10,4,3
2119,123,90,39,7,3,1
2120,81,65,24,6,4,1
2121,126,89,28,7,3,2
2122,36,31,11,4,2,0
2123,56,44,17,3,1,0
2124,120,100,46,17,7,2
2125,59,37,18,6,2,1
2126,138,122,49,15,9,3
2127,56,42,11,3,0,0
2128,52,38,15,2,0,0
2129,61,45,14,3,0,0
2130,66,45,21,5,1,1
2131,78,55,30,9,3,1
2132,80,55,16,5,1,0
2133,79,51,26,7,3,0
2134,134,103,44,21,14,4
2135,134,101,47,16,8,3
2136,116,90,37,13,6,2
2137,92,63,21,6,2,1
2138,135,110,41,18,8,2
2139,135,91,26,7,3,1
2140,69,54,21,12,5,2
2141,137,103,28,7,3,1
2142,126,106,44,18,5,3
2143,76,54,24,3,1,0
2144,35,20,12,2,1,0
2145,129,108,44,15,5,0
2146,40,34,7,1,0,0
2147,25,16,5,2,1,1
2148,99,65,17,4,0,0
2149,36,21,8,3,1,0
2150,103,82,31,9,5,2
2151,90,69,14,5,2,0
2152,81,56,24,5,1,0
2153,129,81,25,6,2,1
2154,114,84,29,5,1,0
2155,70,55,30,7,2,1
2156,52,42,12,5,3,0
2157,94,76,19,5,2,0
2158,125,94,49,17,6,2
2159,28,26,11,2,1,0
2160,82,66,28,11,5,0
2161,66,49,21,9,5,3
2162,69,47,13,6,3,1
2163,54,42,22,3,2,0
2164,52,41,23,6,4,0
2165,131,100,49,14,4,2
2166,39,32,13,7,2,0
2167,91,83,33,11,1,0
2168,144,86,27,11,6,0
2169,115,90,33,7,5,1
2170,128,78,41,6,0,0
2171,139,93,33,13,6,2
2172,32,19,7,6,4,2
2173,28,20,5,1,0,0
2174,117,95,52,14,3,1
2175,148,89,39,14,6,1
2176,92,62,27,4,1,1
2177,37,32,16,5,1,1
2178,58,44,14,2,0,0
2179,94,78,24,9,5,1
2180,36,28,6,0,0,0
2181,146,103,27,7,4,2
2182,62,44,18,5,2,0
2183,106,78,38,16,7,4
2184,139,107,52,16,9,4
2185,79,59,20,3,0,0
2186,64,47,10,3,1,0
2187,127,101,33,11,5,1
2188,40,27,12,2,0,0
2189,54,36,16,5,1,1
2190,108,89,30,12,4,1
2191,92,69,21,7,3,1
2192,101,80,26,6,2,1
2193,92,63,31,5,1,0
2194,60,48,19,4,3,1
2195,26,18,5,4,3,0
2196,134,97,23,5,3,0
2197,148,99,31,10,4,2
2198,115,90,41,11,6,2
2199,50,39,17,1,1,0
2200,42,32,15,6,2,0
2201,129,96,25,6,4,2
2202,38,29,17,8,4,2
2203,70,46,20,8,1,1
2204,118,100,17,6,4,0
2205,28,22,13,4,2,1
2206,51,41,10,6,1,1
2207,118,80,38,7,1,0
2208,77,49,19,8,4,0
2209,77,57,30,8,2,1
2210,50,37,15,5,5,2
2211,133,92,35,12,10,4
2212,35,26,8,4,3,2
2213,58,40,19,9,4,0
2214,65,40,17,3,1,0
2215,121,70,23,5,1,1
2216,98,81,23,8,4,0
2217,138,103,43,10,3,1
2218,138,102,20,2,1,0
2219,104,76,40,6,3,1
2220,26,22,8,3,2,2
2221,90,72,19,6,4,2
2222,79,54,16,2,1,0
2223,145,113,30,9,3,0
2224,106,76,20,5,0,0
2225,115,91,48,13,3,1
2226,139,121,35,12,4,2
2227,109,77,30,8,1,0
2228,92,71,30,5,3,0
2229,109,76,27,8,2,0
2230,121,94,10,4,1,0
2231,94,60,23,4,3,2
2232,129,90,34,12,6,2
2233,92,67,38,12,6,2
2234,108,69,36,10,4,0
2235,133,109,40,15,7,4
2236,108,66,20,7,5,0
2237,69,57,24,3,2,1
2238,96,81,26,4,0,0
2239,137,97,37,13,2,0
2240,49,29,16,6,2,2
2241,82,53,32,8,2,1
2242,45,31,9,0,0,0
2243,115,77,27,9,5,0
2244,91,69,21,7,2,0
2245,60,45,13,6,3,0
2246,59,48,26,7,1,0
2247,65,36,9,2,0,0
2248,73,62,23,10,5,1
2249,69,56,22,3,1,0
2250,93,60,16,3,2,0
2251,131,82,24,5,1,0
2252,33,24,5,0,0,0
2253,98,74,28,7,3,0
2254,81,59,26,10,4,1
2255,130,97,46,15,3,1
2256,104,72,30,7,3,0
2257,131,85,26,6,1,0
2258,81,62,21,7,1,0
2259,89,70,23,4,1,0
2260,119,81,39,9,2,0
2261,141,114,34,10,8,3
2262,42,28,16,7,0,0
2263,81,51,15,3,1,1
2264,114,94,39,13,4,2
2265,27,20,10,2,1,0
2266,98,65,23,5,0,0
2267,50,34,9,4,2,0
2268,115,85,26,4,1,0
2269,39,24,5,3,1,0
2270,68,46,19,3,1,0
2271,65,45,15,5,1,0
2272,133,80,23,6,2,1
2273,32,29,12,2,0,0
2274,128,97,34,9,4,0
2275,106,83,30,7,3,1
2276,40,26,8,4,0,0
2277,84,54,22,6,2,1
2278,144,87,31,6,3,0
2279,92,83,36,9,3,1
2280,62,44,19,5,1,1
2281,139,96,32,9,2,0
2282,142,98,36,6,2,0
2283,121,91,40,12,6,2
2284,143,118,26,9,3,0
2285,59,40,20,7,3,1
2286,140,90,41,9,3,0
2287,81,64,29,5,2,1
2288,31,25,10,2,2,0
2289,119,84,28,9,3,0
2290,83,72,28,9,4,1
2291,100,54,27,10,4,1
2292,108,85,38,6,2,0
2293,69,45,15,2,1,0
2294,73,46,12,4,1,0
2295,144,120,40,7,1,0
2296,56,38,11,4,1,0
2297,57,35,16,4,2,0
2298,125,75,23,11,4,1
2299,113,95,39,13,5,1
2300,124,106,46,10,4,1
2301,107,96,35,8,2,1
2302,146,95,35,7,5,1
2303,97,73,20,7,2,0
2304,135,87,37,11,1,0
2305,37,27,16,1,0,0
2306,60,38,14,2,1,0
2307,29,19,12,2,1,0
2308,55,38,11,2,1,0
2309,110,84,41,12,4,1
2310,66,38,19,7,3,0
2311,149,117,48,13,3,2
2312,72,47,15,6,1,0
2313,106,91,35,15,6,0
2314,42,26,12,5,1,1
2315,136,105,51,14,5,1
2316,79,61,25,13,1,0
2317,118,104,54,10,3,1
2318,55,27,8,5,2,0
2319,38,26,12,3,2,1
2320,77,51,28,11,1,0
2321,140,110,46,12,6,2
2322,87,63,31,7,3,1
2323,62,40,20,10,7,0
2324,119,82,47,19,11,2
2325,127,109,47,11,3,0
2326,54,40,16,4,3,0
2327,59,43,11,2,1,1
2328,145,99,26,4,2,1
2329,63,40,19,3,1,0
2330,125,92,38,12,6,2
2331,26,24,9,2,2,0
2332,37,34,18,6,2,0
2333,118,75,21,3,0,0
2334,128,93,44,10,4,0
2335,89,60,21,6,3,0
2336,142,85,34,9,5,1
2337,28,14,6,2,2,0
2338,89,57,25,4,0,0
2339,35,23,10,6,1,0
2340,82,56,27,7,4,0
2341,105,67,25,4,2,0
2342,55,38,15,2,1,1
2343,50,41,14,1,0,0
2344,109,90,24,4,2,0
2345,52,40,10,3,3,1
2346,34,29,3,0,0,0
2347,106,76,28,10,4,1
2348,127,102,22,7,3,0
2349,35,28,14,5,2,1
2350,40,30,11,3,3,1
2351,48,27,6,3,1,0
2352,38,25,13,4,2,1
2353,137,94,34,10,7,3
2354,70,49,25,8,3,2
2355,47,34,18,10,4,2
2356,114,79,37,9,5,0
2357,136,114,41,20,8,4
2358,31,19,9,1,1,0
2359,48,36,11,3,1,0
2360,57,47,18,8,3,1
2361,47,36,13,6,3,1
2362,36,23,10,0,0,0
2363,129,92,48,8,0,0
2364,127,87,42,11,2,1
2365,98,65,30,6,3,2
2366,97,67,26,9,4,0
2367,123,81,29,3,0,0
2368,43,31,15,6,5,2
2369,72,54,28,8,2,0
2370,87,63,21,2,0,0
2371,148,98,43,8,1,1
2372,118,81,30,9,2,0
2373,118,69,32,6,1,0
2374,34,22,9,4,2,0
2375,145,114,41,9,2,2
2376,40,21,10,3,2,0
2377,136,106,33,10,5,2
2378,46,38,10,5,4,3
2379,102,74,31,9,4,0
2380,57,46,21,6,3,2
2381,49,43,13,2,1,1
2382,30,21,7,3,1,0
2383,120,85,32,6,1,0
2384,86,57,18,7,4,1
2385,114,99,33,11,4,2
2386,26,23,7,4,0,0
2387,147,102,40,10,3,1
2388,145,106,43,14,6,3
2389,27,13,2,1,1,0
2390,52,36,18,2,1,0
2391,75,63,29,6,3,0
2392,72,52,21,5,3,1
2393,80,62,20,5,0,0
2394,119,95,36,12,5,1
2395,27,21,4,2,1,1
2396,101,67,22,7,5,1
2397,34,26,12,3,0,0
2398,88,71,36,14,8,4
2399,127,81,31,12,8,1
2400,33,27,11,5,3,0
2401,27,18,5,1,0,0
2402,54,37,18,5,1,0
2403,110,82,27,4,1,0
2404,126,86,28,11,4,1
2405,144,110,36,10,2,0
2406,130,92,37,5,3,1
2407,59,43,11,3,1,0
2408,32,24,10,3,1,1
2409,80,45,21,7,1,0
2410,49,43,8,1,0,0
2411,118,83,33,13,2,1
2412,51,37,22,7,5,1
2413,60,52,9,4,2,0
2414,116,88,45,10,4,0
2415,84,62,23,7,3,2
2416,106,62,20,4,1,0
2417,105,75,28,10,2,0
2418,119,69,27,10,4,2
2419,38,26,7,2,0,0
2420,82,58,22,4,1,0
2421,103,63,35,10,3,0
2422,48,33,11,4,1,0
2423,76,57,24,6,0,0
2424,129,103,33,13,7,2
2425,117,84,38,8,4,1
2426,63,42,18,6,2,0
2427,145,86,29,9,2,1
2428,63,45,20,4,1,0
2429,83,50,23,10,6,3
2430,31,27,9,1,0,0
2431,142,94,47,19,7,1
2432,33,20,8,3,1,0
2433,83,56,21,6,2,0
2434,103,81,34,5,1,1
2435,100,80,27,6,3,0
2436,82,64,23,7,0,0
2437,63,39,13,2,2,0
2438,40,25,7,3,0,0
2439,134,82,44,17,5,3
2440,112,64,34,9,2,1
2441,66,46,17,7,4,3
2442,99,74,24,5,1,1
2443,142,91,35,12,6,3
2444,143,104,57,21,8,3
2445,115,76,25,11,4,0
2446,86,67,34,11,4,1
2447,83,51,27,6,3,1
2448,31,27,11,4,3,0
2449,137,89,34,14,6,1
2450,55,36,14,4,1,0
2451,105,81,49,16,9,2
2452,84,61,24,6,3,2
2453,136,108,41,13,3,1
2454,69,59,12,3,1,0
2455,51,33,14,2,1,0
2456,25,14,8,4,1,0
2457,135,117,42,12,4,3
2458,143,112,38,11,4,1
2459,116,96,45,15,5,3
2460,61,46,17,6,1,0
2461,97,79,44,6,1,0
2462,39,23,11,1,0,0
2463,118,100,42,16,6,4
2464,28,19,5,2,2,1
2465,96,63,34,15,5,3
2466,53,41,21,4,2,2
2467,49,33,8,3,2,0
2468,32,28,10,3,0,0
2469,86,53,13,0,0,0
2470,118,74,19,4,1,0
2471,116,78,24,8,6,0
2472,95,57,22,4,2,0
2473,94,74,19,6,1,0
2474,102,77,33,8,6,1
2475,113,93,25,8,4,0
2476,120,79,39,13,4,2
2477,99,76,21,8,1,0
2478,48,35,6,2,0,0
2479,51,38,10,5,0,0
2480,120,77,42,12,4,2
2481,62,53,15,2,0,0
2482,72,44,17,5,2,0
2483,29,22,12,3,1,1
2484,35,28,9,3,1,0
2485,134,109,35,12,3,0
2486,75,46,12,7,3,0
2487,130,91,39,19,8,2
2488,147,119,28,10,3,0
2489,127,91,14,4,2,1
2490,122,86,36,11,3,0
2491,135,111,52,20,4,3
2492,36,21,7,2,0,0
2493,117,63,21,4,0,0
2494,95,77,27,6,1,0
2495,72,52,24,4,2,1
2496,115,88,39,9,3,1
2497,40,28,15,4,2,0
2498,145,103,46,13,5,0
2499,97,71,25,8,2,1
2500,146,98,45,17,5,1
2501,30,22,7,4,2,1
2502,25,20,11,4,0,0
2503,131,102,35,11,5,1
2504,49,42,15,4,1,0
2505,146,93,32,8,4,1
2506,78,54,17,2,2,2
2507,68,46,25,4,1,0
2508,113,82,43,10,6,2
2509,54,44,17,4,2,0
2510,78,50,19,7,6,0
2511,131,97,37,7,1,1
2512,83,61,33,9,3,2
2513,60,42,16,3,2,1
2514,147,91,54,12,4,2
2515,82,59,32,4,1,0
2516,61,41,14,4,2,0
2517,88,75,12,3,1,0
2518,108,90,30,12,2,2
2519,100,71,29,10,3,2
2520,136,108,44,10,2,0
2521,125,104,41,11,4,1
2522,129,97,38,12,4,2
2523,112,77,29,4,2,0
2524,122,95,37,9,8,1
2525,137,113,53,21,14,3
2526,121,102,31,6,2,1
2527,82,64,27,11,7,4
2528,28,22,7,3,1,1
2529,140,93,34,6,2,0
2530,78,63,36,18,8,1
2531,148,103,45,14,3,1
2532,147,95,37,7,1,0
2533,51,45,16,5,2,1
2534,67,45,14,3,1,0
2535,133,93,38,10,2,0
2536,27,21,5,2,0,0
2537,122,91,41,11,4,1
2538,68,45,13,3,2,0
2539,51,44,10,1,1,0
2540,111,76,32,6,1,0
2541,81,53,18,3,1,1
2542,115,99,35,12,5,0
2543,81,61,27,6,3,1
2544,122,74,19,8,4,2
2545,30,26,11,5,2,0
2546,115,78,27,8,3,0
2547,49,37,17,4,1,0
2548,63,43,23,11,4,1
2549,58,49,19,5,3,1
2550,85,71,33,3,0,0
2551,100,67,28,10,2,0
2552,149,114,28,10,3,0
2553,80,51,23,5,3,0
2554,134,81,41,14,6,2
2555,43,33,12,2,0,0
2556,54,42,13,5,1,1
2557,145,119,39,11,4,0
2558,82,58,22,6,3,1
2559,110,63,20,2,1,0
2560,139,100,37,7,3,0
2561,131,103,40,9,5,4
2562,63,49,19,4,3,1
2563,81,60,15,3,3,1
2564,134,99,40,7,1,0
2565,135,80,31,5,3,1
2566,119,81,34,10,2,0
2567,43,37,21,6,2,0
2568,35,23,5,1,0,0
2569,106,67,32,9,3,0
2570,47,35,15,4,3,1
2571,89,57,19,6,1,0
2572,71,55,16,3,1,0
2573,76,59,22,6,2,0
2574,58,41,20,5,2,1
2575,61,42,14,2,0,0
2576,68,46,16,3,1,0
2577,58,45,26,8,1,0
2578,133,89,27,8,3,1
2579,74,52,20,4,1,1
2580,106,75,26,9,2,0
2581,77,50,24,2,1,1
2582,111,76,22,7,1,0
2583,140,95,36,11,4,2
2584,44,27,5,2,0,0
2585,126,90,22,7,2,1
2586,33,23,13,4,1,1
2587,74,54,14,4,1,0
2588,141,90,26,4,3,1
2589,43,30,13,5,4,1
2590,39,32,11,2,0,0
2591,142,105,33,7,3,0
2592,51,34,7,2,0,0
2593,125,98,47,14,7,4
2594,144,103,43,18,6,2
2595,52,45,9,1,1,0
2596,133,105,48,11,3,1
2597,64,43,22,6,1,0
2598,137,96,45,13,6,2
2599,72,52,33,13,4,1
2600,127,77,22,5,4,1
2601,135,91,34,6,0,0
2602,53,39,10,2,1,0
2603,110,71,34,5,3,2
2604,27,22,5,1,0,0
2605,106,70,21,3,0,0
2606,26,17,8,1,1,0
2607,30,21,8,5,1,0
2608,123,95,32,6,1,1
2609,59,47,17,5,2,0
2610,33,23,12,2,2,0
2611,118,93,39,14,7,4
2612,64,39,14,5,2,0
2613,127,94,43,14,3,0
2614,67,52,19,5,2,1
2615,138,88,36,11,2,1
2616,44,34,15,6,0,0
2617,113,91,33,13,5,2
2618,61,40,14,8,2,1
2619,115,66,24,6,1,1
2620,124,105,36,13,6,2
2621,40,29,11,3,1,0
2622,131,89,28,5,3,1
2623,65,53,21,6,2,0
2624,107,88,27,8,0,0
2625,81,52,9,3,1,0
2626,35,27,10,3,3,1
2627,54,36,14,3,0,0
2628,132,92,32,4,2,1
2629,37,28,8,3,2,0
2630,120,69,32,11,4,1
2631,123,108,48,11,4,1
2632,114,91,33,4,1,0
2633,90,58,26,6,1,0
2634,56,42,16,4,1,0
2635,28,25,7,0,0,0
2636,110,87,29,11,4,0
2637,75,55,26,7,1,0
2638,45,25,11,2,1,0
2639,53,42,14,5,2,1
2640,45,36,22,11,6,1
2641,113,95,34,12,5,1
2642,28,19,8,3,1,0
2643,38,28,4,1,0,0
2644,72,58,28,5,1,0
2645,147,114,52,14,7,3
2646,145,87,26,12,4,0
2647,67,49,19,5,1,0
2648,49,30,15,5,2,0
2649,121,77,35,4,1,0
2650,135,90,44,16,4,1
2651,32,15,7,1,0,0
2652,89,78,29,5,2,0
2653,123,96,48,10,6,4
2654,149,110,35,13,1,0
2655,140,119,44,11,6,1
2656,40,28,12,5,2,0
2657,51,43,23,8,2,0
2658,94,69,26,6,2,1
2659,68,53,18,5,2,0
2660,47,33,6,1,1,0
2661,52,39,19,2,0,0
2662,120,93,41,12,5,0
2663,52,34,12,4,2,0
2664,43,29,10,3,1,0
2665,89,61,34,12,3,2
2666,57,34,21,13,5,1
2667,113,73,35,5,2,0
2668,123,100,45,13,5,2
2669,122,89,37,7,2,1
2670,138,86,35,13,6,2
2671,47,35,14,7,2,0
2672,45,30,8,3,1,0
2673,140,120,58,21,9,2
2674,127,99,52,15,7,3
2675,117,85,30,3,1,0
2676,133,108,30,8,4,0
2677,122,97,33,13,4,0
2678,115,96,35,2,0,0
2679,70,50,24,7,2,1
2680,88,47,20,9,5,2
2681,81,66,20,5,2,0
2682,96,76,27,8,6,0
2683,51,37,12,4,2,0
2684,127,107,27,7,1,0
2685,77,58,17,4,2,0
2686,30,23,11,6,4,2
2687,86,68,36,8,5,1
2688,31,23,7,2,0,0
2689,74,64,30,8,2,1
2690,104,81,49,14,7,1
2691,107,68,31,5,1,1
2692,131,99,41,14,6,1
2693,59,38,17,6,4,1
2694,42,29,10,2,2,2
2695,143,116,60,11,4,1
2696,45,34,19,4,2,0
2697,130,77,33,11,4,1
2698,142,112,39,11,6,2
2699,58,44,16,7,0,0
2700,149,120,42,11,1,0
2701,42,18,4,0,0,0
2702,34,28,12,2,0,0
2703,110,75,40,15,8,2
2704,144,92,35,12,5,1
2705,132,96,42,8,2,0
2706,82,56,20,5,2,0
2707,64,52,20,6,2,1
2708,78,53,19,4,0,0
2709,45,25,7,3,2,0
2710,83,62,23,8,4,2
2711,120,103,26,9,4,2
2712,138,79,18,3,1,0
2713,105,82,37,11,6,1
2714,30,19,6,2,1,0
2715,101,64,15,2,1,0
2716,104,75,34,10,4,0
2717,138,116,45,15,8,3
2718,120,81,30,11,2,1
2719,42,27,7,4,1,0
2720,51,31,14,5,0,0
2721,36,28,5,0,0,0
2722,117,72,28,8,2,1
2723,140,114,42,10,2,0
2724,105,63,24,10,4,1
2725,139,92,37,9,2,1
2726,141,107,25,7,3,1
2727,88,70,13,6,3,0
2728,73,51,25,4,2,0
2729,113,86,39,10,2,0
2730,91,71,37,12,3,1
2731,112,78,25,9,1,1
2732,127,101,44,13,3,1
2733,51,33,6,1,0,0
2734,115,77,30,8,1,0
2735,46,37,17,7,3,2
2736,40,34,11,5,3,1
2737,71,45,24,4,1,0
2738,90,76,31,8,3,1
2739,142,90,42,10,3,0
2740,100,64,33,8,3,1
2741,85,63,37,13,5,0
2742,28,19,4,1,1,0
2743,89,66,19,6,3,1
2744,60,51,16,6,2,0
2745,74,60,29,6,3,1
2746,136,115,43,14,8,1
2747,70,60,20,4,2,0
2748,50,39,11,5,1,0
2749,58,38,9,4,0,0
2750,37,23,10,1,0,0
2751,100,55,21,5,2,1
2752,52,35,8,4,0,0
2753,119,90,32,11,5,2
2754,66,53,18,6,1,0
2755,135,72,26,4,2,0
2756,64,41,22,3,0,0
2757,115,87,49,12,6,0
2758,143,96,32,10,2,0
2759,143,111,40,13,7,3
2760,60,52,23,8,5,3
2761,142,98,29,10,7,2
2762,113,84,24,8,5,4
2763,138,103,56,18,9,3
2764,25,22,9,0,0,0
2765,56,49,23,9,2,1
2766,114,82,37,10,4,1
2767,99,80,45,11,7,2
2768,33,26,8,5,1,1
2769,122,88,32,8,5,3
2770,136,100,46,24,13,4
2771,117,99,31,4,2,0
2772,27,17,7,2,1,0
2773,72,58,19,6,5,3
2774,48,45,11,3,1,1
2775,127,104,39,14,4,1
2776,140,115,46,11,1,1
2777,77,41,11,4,2,1
2778,62,45,16,3,1,0
2779,77,46,17,6,4,3
2780,43,27,11,5,3,1
2781,38,30,12,2,1,0
2782,108,65,28,11,3,1
2783,143,122,44,10,5,3
2784,47,34,13,4,2,0
2785,117,87,32,11,3,0
2786,113,73,22,8,3,0
2787,123,93,52,21,7,1
2788,107,89,26,6,3,1
2789,96,86,48,12,5,0
2790,124,83,39,14,6,0
2791,38,26,8,1,0,0
2792,125,79,10,0,0,0
2793,86,56,18,4,0,0
2794,132,94,37,7,4,3
2795,38,21,7,1,0,0
2796,93,65,15,5,2,0
2797,109,95,37,4,2,1
2798,43,31,11,3,0,0
2799,64,52,18,4,0,0
2800,87,56,17,4,4,2
2801,57,42,15,5,2,0
2802,56,37,26,11,5,0
2803,137,95,53,9,2,0
2804,110,70,14,3,0,0
2805,72,52,18,3,1,1
2806,84,62,24,4,3,0
2807,53,42,19,9,7,3
2808,49,32,7,1,1,0
2809,130,90,33,12,6,0
2810,112,90,35,7,2,0
2811,88,60,16,4,0,0
2812,52,30,16,6,3,0
2813,91,69,24,9,6,1
2814,107,75,34,12,7,2
2815,92,74,31,5,0,0
2816,87,58,34,12,2,0
2817,82,69,22,6,4,1
2818,93,76,29,11,2,1
2819,28,18,10,2,0,0
2820,99,59,26,11,4,1
2821,96,81,32,10,7,4
2822,113,85,25,11,3,1
2823,34,27,7,1,0,0
2824,112,89,32,7,3,0
2825,103,66,18,5,1,1
2826,25,23,12,4,1,1
2827,40,29,8,1,0,0
2828,77,44,21,6,4,2
2829,51,37,20,3,1,0
2830,32,23,6,2,1,0
2831,116,88,35,8,5,1
2832,44,32,13,2,1,0
2833,129,96,31,5,1,0
2834,59,35,10,2,0,0
2835,63,44,21,10,6,2
2836,121,88,46,10,3,0
2837,41,33,6,3,1,0
2838,75,54,16,5,1,0
2839,70,60,24,6,4,2
2840,105,68,27,7,2,1
2841,135,82,31,10,0,0
2842,98,58,18,5,3,1
2843,104,78,20,9,4,1
2844,79,65,26,7,0,0
2845,54,40,19,5,2,0
2846,46,29,13,1,1,0
2847,101,67,16,8,5,1
2848,61,36,13,4,2,1
2849,34,21,4,2,1,0
2850,141,116,48,9,4,1
2851,92,77,29,9,2,2
2852,122,81,42,13,3,2
2853,109,91,33,11,1,0
